base_1,43.118967237	,131.889649040	,114.216
3364,43.027585623	,131.901354266	,36.301
3365,43.027626452	,131.901369906	,36.068
3366,43.027623052	,131.901306233	,35.694
3367,43.027624720	,131.901300027	,35.540
3368,43.027666874	,131.901363638	,35.633
3369,43.027712978	,131.901271897	,34.921
3370,43.027751538	,131.901345004	,34.952
3371,43.027746756	,131.901364372	,35.210
3372,43.027745840	,131.901398919	,35.393
3373,43.027758016	,131.901410997	,35.423
3374,43.027810492	,131.902112230	,40.310
3375,43.027805373	,131.902107954	,40.349
3376,43.027903220	,131.902097191	,39.504
3377,43.027852063	,131.902019137	,39.153
3378,43.027865358	,131.901968393	,38.612
3379,43.027804158	,131.901992017	,39.230
3380,43.027792260	,131.901996868	,39.548
3381,43.027775351	,131.901928782	,38.994
3382,43.027780456	,131.901929424	,38.828
3383,43.027803257	,131.901807298	,37.982
3384,43.027799687	,131.901803691	,37.955
3385,43.027764943	,131.901721216	,37.306
3386,43.027726445	,131.901855238	,38.856
3387,43.027723004	,131.901853115	,38.866
3388,43.027715732	,131.901860745	,38.984
3389,43.027716308	,131.901865128	,39.121
3390,43.027708334	,131.901966586	,39.901
3391,43.027719389	,131.901943823	,39.681
3392,43.027715829	,131.901940240	,39.668
3393,43.027620499	,131.901991204	,40.652
3394,43.027643649	,131.901935590	,40.010
3395,43.027547644	,131.901884263	,40.465
3396,43.027541185	,131.901812086	,40.413
3397,43.027496793	,131.901819682	,40.427
3398,43.027633354	,131.901722881	,38.490
3399,43.027628753	,131.901718147	,38.880
3400,43.027570286	,131.901682758	,39.021
3401,43.027546894	,131.901720901	,39.105
3402,43.027541317	,131.901726286	,39.186
3403,43.027464702	,131.901674859	,39.430
3404,43.027413848	,131.901728635	,40.959
3405,43.027423649	,131.901581192	,39.239
3406,43.027416580	,131.901444835	,38.392
3407,43.027411811	,131.901441380	,38.267
3408,43.027404733	,131.901399808	,37.955
3409,43.027402446	,131.901397292	,38.133
3410,43.027269945	,131.901449000	,39.744
3411,43.027271001	,131.901443494	,39.684
3412,43.027256245	,131.901361264	,39.450
3413,43.027283642	,131.901307460	,38.884
3414,43.027234157	,131.901300738	,39.175
3415,43.027228840	,131.901305135	,39.321
3416,43.027152398	,131.901552614	,41.788
3417,43.027137724	,131.901488361	,41.285
3418,43.027146504	,131.901486717	,41.236
3419,43.027142064	,131.901478484	,41.192
3420,43.027183961	,131.901430757	,40.539
3421,43.027178813	,131.901348706	,40.108
3422,43.027184165	,131.901336471	,39.918
3423,43.027192668	,131.901260494	,39.429
3424,43.027169038	,131.901310291	,39.783
3425,43.027130202	,131.901360989	,40.566
3426,43.027085137	,131.901425463	,41.346
3427,43.027101569	,131.901370659	,40.797
3428,43.027104231	,131.901305451	,40.441
3429,43.027111039	,131.901291969	,40.310
3430,43.027107406	,131.901245408	,39.852
3431,43.027146472	,131.901139046	,38.943
3432,43.027089051	,131.901152852	,39.559
3433,43.027029031	,131.901242281	,40.571
3434,43.026935277	,131.901335105	,42.091
3435,43.026921928	,131.901335077	,42.263
3436,43.026902765	,131.901316151	,42.171
3437,43.026905537	,131.901311606	,42.013
3438,43.026879963	,131.901292326	,42.232
3439,43.026858726	,131.901272150	,42.026
3440,43.026858557	,131.901267593	,42.107
3441,43.026844181	,131.901229722	,41.846
3442,43.026794634	,131.901224281	,43.024
3443,43.026800961	,131.901207700	,42.349
3444,43.026852579	,131.901224378	,41.830
3445,43.026856742	,131.901210529	,41.684
3446,43.026866589	,131.901160835	,41.406
3447,43.026883638	,131.901189951	,41.429
3448,43.026888501	,131.901193939	,41.727
3449,43.026881726	,131.901238606	,41.948
3450,43.026892700	,131.901253518	,41.774
3451,43.026907081	,131.901236842	,41.517
3452,43.026910139	,131.901241525	,41.698
3453,43.026927099	,131.901295030	,41.718
3454,43.026941688	,131.901237148	,41.463
3455,43.027017957	,131.901197251	,40.265
3456,43.026977395	,131.901184143	,40.556
3457,43.026976433	,131.901176439	,40.713
3458,43.026972113	,131.901176929	,40.603
3459,43.026940373	,131.901136473	,40.407
3460,43.026933620	,131.901126525	,40.848
3461,43.026975056	,131.901111244	,40.288
3462,43.026985509	,131.901113201	,40.268
3463,43.027032428	,131.901064092	,39.231
3464,43.026946561	,131.901068685	,40.099
3465,43.026950556	,131.901060260	,39.997
3466,43.026980837	,131.901030260	,39.575
3467,43.026981932	,131.900994170	,39.302
3468,43.027072570	,131.900960990	,38.393
3469,43.027065232	,131.900955241	,38.588
3470,43.026993814	,131.900890091	,38.788
3471,43.026925023	,131.900886402	,39.312
3472,43.026802941	,131.901075370	,41.462
3473,43.026797289	,131.901055439	,41.404
3474,43.026799364	,131.901019715	,41.155
3475,43.026789573	,131.901022276	,41.098
3476,43.026747897	,131.901056327	,41.672
3477,43.026656605	,131.901002524	,42.613
3478,43.026645462	,131.900990458	,42.601
3479,43.026504585	,131.900838949	,42.919
3480,43.026443544	,131.900804121	,43.532
3481,43.026707085	,131.900877889	,40.967
3482,43.026720495	,131.900868564	,40.776
3483,43.026770854	,131.900900509	,40.741
3484,43.026784070	,131.900952845	,40.811
3485,43.026813240	,131.900937704	,40.692
3486,43.026963781	,131.900756698	,38.334
3487,43.026959974	,131.900688312	,37.949
3488,43.026965830	,131.900691133	,38.140
3489,43.026998218	,131.900656000	,37.435
3490,43.026962269	,131.900600639	,37.275
3491,43.026915715	,131.900585293	,37.665
3492,43.026801699	,131.900730182	,39.529
3493,43.026788732	,131.900727682	,39.564
3494,43.026785181	,131.900739831	,39.704
3495,43.026820112	,131.900666073	,39.125
3496,43.026833727	,131.900664129	,38.732
3497,43.026829238	,131.900613830	,39.119
3498,43.026884449	,131.900440131	,37.429
3499,43.026822683	,131.900380587	,37.847
3500,43.026828783	,131.900403629	,37.844
3501,43.026824251	,131.900419462	,37.991
3502,43.026839399	,131.900502858	,37.943
3503,43.026799669	,131.900534879	,38.801
3504,43.026691609	,131.900518623	,39.826
3505,43.026705013	,131.900645335	,40.085
3506,43.026621079	,131.900619099	,40.426
3507,43.026612381	,131.900609223	,40.527
3508,43.026605495	,131.900578317	,40.606
3509,43.026587000	,131.900565017	,40.682
3510,43.026509779	,131.900531742	,41.425
3511,43.026508262	,131.900527412	,41.840
3512,43.026422311	,131.900564294	,42.406
3513,43.026422409	,131.900552871	,42.385
3514,43.026414696	,131.900554785	,42.319
3515,43.026411261	,131.900448028	,41.742
3516,43.026492847	,131.900389491	,40.467
3517,43.026530705	,131.900381505	,40.109
3518,43.026582510	,131.900345221	,39.474
3519,43.026590417	,131.900347880	,39.322
3520,43.026602548	,131.900362426	,39.349
3521,43.026612707	,131.900438697	,39.881
3522,43.026615748	,131.900454957	,40.167
3523,43.026623734	,131.900448655	,39.964
3524,43.026663349	,131.900392966	,39.082
3525,43.026673038	,131.900387904	,38.819
3526,43.026678269	,131.900380306	,38.727
3527,43.026689449	,131.900373902	,38.921
3528,43.026694600	,131.900393785	,39.148
3529,43.026691232	,131.900418866	,39.079
3530,43.026721366	,131.900396291	,38.566
3531,43.026742226	,131.900386529	,38.405
3532,43.026708362	,131.900378543	,38.824
3533,43.026698095	,131.900352670	,38.821
3534,43.026717394	,131.900264418	,37.936
3535,43.026685430	,131.900227240	,37.482
3536,43.026681307	,131.900222083	,37.351
3537,43.026663081	,131.900280871	,38.584
3538,43.026663367	,131.900292867	,38.782
3539,43.026646928	,131.900296055	,38.565
3540,43.026627986	,131.900284970	,38.227
3541,43.026520640	,131.900279219	,38.784
3542,43.026507455	,131.900230441	,37.775
3543,43.026496912	,131.900223140	,37.832
3544,43.026470994	,131.900259414	,38.718
3545,43.026466104	,131.900312877	,39.649
3546,43.026461962	,131.900325860	,40.196
3547,43.026422485	,131.900374501	,41.176
3548,43.026406014	,131.900376712	,41.275
3549,43.026349035	,131.900380753	,42.164
3550,43.026338808	,131.900356028	,41.545
3551,43.026334362	,131.900351407	,41.806
3552,43.026347814	,131.900346481	,41.514
3553,43.026345426	,131.900331567	,41.291
3554,43.026373539	,131.900339666	,40.864
3555,43.026386968	,131.900328786	,40.628
3556,43.026397556	,131.900317865	,40.305
3557,43.026430210	,131.900297762	,39.965
3558,43.026414151	,131.900287149	,40.064
3559,43.026410064	,131.900254138	,39.424
3560,43.026409949	,131.900242969	,39.586
3561,43.026423135	,131.900229980	,38.613
3562,43.026415428	,131.900204143	,38.384
3563,43.026409594	,131.900200857	,38.192
3564,43.026393078	,131.900214952	,38.722
3565,43.026387663	,131.900224518	,39.077
3566,43.026378970	,131.900198999	,38.735
3567,43.026382481	,131.900256053	,39.551
3568,43.026372639	,131.900273473	,39.971
3569,43.026363884	,131.900265642	,39.616
3570,43.026353556	,131.900254847	,39.597
3571,43.026349156	,131.900245015	,39.870
3572,43.026345684	,131.900258131	,39.780
3573,43.026309749	,131.900249722	,40.303
3574,43.026290473	,131.900322869	,41.988
3575,43.026269940	,131.900255747	,41.174
3576,43.026265869	,131.900237097	,40.957
3577,43.026250075	,131.900235392	,41.064
3578,43.026235846	,131.900213249	,41.171
3579,43.026203961	,131.900195634	,42.372
3580,43.026227861	,131.900156860	,41.234
3581,43.026232934	,131.900148118	,40.934
3582,43.026231503	,131.900123967	,41.151
3583,43.026149348	,131.900123621	,43.604
3584,43.026178545	,131.900095056	,42.409
3585,43.026184968	,131.900091923	,42.482
3586,43.026164403	,131.900071434	,43.038
3587,43.026154796	,131.900044976	,43.186
3588,43.026149926	,131.900037166	,43.554
3589,43.026160629	,131.900037023	,43.262
3590,43.026190043	,131.900014075	,43.172
3591,43.026191426	,131.900021352	,42.770
3592,43.026219000	,131.900049383	,42.033
3593,43.026276714	,131.900047973	,41.174
3594,43.026268439	,131.900133739	,40.236
3595,43.026281146	,131.900136133	,39.606
3596,43.026260170	,131.900214706	,40.769
3597,43.026283460	,131.900203386	,40.183
3598,43.026311841	,131.900191638	,39.492
3599,43.026324038	,131.900174918	,39.192
3600,43.026330321	,131.900128619	,39.392
3601,43.026383008	,131.900098208	,38.544
3602,43.026439203	,131.900057090	,38.895
3603,43.026440122	,131.900069746	,38.497
3604,43.026470327	,131.900107383	,37.719
3605,43.026532562	,131.900120759	,37.197
3606,43.026535335	,131.900104497	,37.231
3607,43.026549521	,131.900118950	,36.993
3608,43.026556647	,131.900122098	,36.895
3609,43.026549984	,131.900102565	,37.176
3610,43.026547538	,131.900085594	,37.387
3611,43.026548963	,131.900092767	,37.428
3612,43.026628691	,131.900174005	,36.705
3613,43.026622723	,131.900185528	,36.927
3614,43.026670843	,131.900086313	,36.198
3615,43.026658277	,131.900082989	,36.356
3616,43.026663485	,131.900068708	,36.199
3617,43.026667693	,131.900072203	,36.161
3618,43.026673017	,131.900058897	,36.144
3619,43.026652615	,131.900021369	,37.037
3620,43.026602993	,131.899965547	,38.679
3621,43.026550290	,131.900032729	,38.488
3622,43.026417347	,131.900013296	,39.528
3623,43.026413719	,131.900007253	,39.749
3624,43.026412094	,131.899965568	,40.730
3625,43.026373855	,131.899978552	,40.863
3626,43.026373654	,131.899992340	,40.988
3627,43.026371900	,131.899999912	,40.573
3628,43.026378146	,131.900017879	,40.106
3629,43.026373125	,131.900029294	,40.023
3630,43.026352820	,131.900026680	,40.355
3631,43.026347173	,131.900019547	,40.655
3632,43.026345247	,131.900004588	,40.955
3633,43.026331403	,131.900055794	,40.269
3634,43.026310401	,131.900039195	,40.796
3635,43.026156525	,131.899958048	,43.916
3636,43.026110389	,131.899894861	,44.460
3637,43.026141134	,131.899896861	,43.931
3638,43.026151408	,131.899862617	,43.756
3639,43.026178743	,131.899803655	,43.663
3640,43.026192395	,131.899804602	,43.428
3641,43.026216396	,131.899949287	,43.097
3642,43.026236749	,131.899877770	,42.801
3643,43.026283940	,131.899769036	,42.041
3644,43.026209463	,131.899708658	,43.225
3645,43.026317516	,131.899666398	,41.188
3646,43.026317251	,131.899655439	,41.199
3647,43.026381803	,131.899766048	,40.765
3648,43.026412609	,131.899740254	,40.067
3649,43.026519585	,131.899834961	,39.535
3650,43.026520203	,131.899859168	,39.723
3651,43.026518208	,131.899904609	,39.789
3652,43.026564400	,131.899910147	,39.273
3653,43.026588666	,131.899884472	,39.020
3654,43.026591027	,131.899825575	,38.506
3655,43.026617942	,131.899815360	,37.760
3656,43.026601496	,131.899917927	,38.936
3657,43.026649820	,131.899938671	,38.078
3658,43.026730726	,131.899931179	,36.363
3659,43.026721798	,131.899875077	,36.656
3660,43.026714970	,131.899834887	,36.591
3661,43.026663318	,131.899837864	,37.055
3662,43.026669992	,131.899782846	,36.201
3663,43.026612708	,131.899750199	,36.189
3664,43.026570407	,131.899755833	,37.385
3665,43.026547284	,131.899710302	,37.245
3666,43.026452402	,131.899723639	,38.476
3667,43.026462017	,131.899681158	,37.752
3668,43.026547713	,131.899628649	,37.064
3669,43.026547454	,131.899621933	,37.618
3670,43.026579486	,131.899613406	,38.061
3671,43.026574278	,131.899606032	,38.173
3672,43.026635371	,131.899618696	,37.599
3673,43.026634399	,131.899605308	,38.113
3674,43.026619412	,131.899555619	,38.619
3675,43.026605132	,131.899570446	,38.682
3676,43.026574329	,131.899563091	,38.959
3677,43.026579210	,131.899538623	,39.105
3678,43.026588928	,131.899534313	,39.072
3679,43.026604487	,131.899520966	,38.863
3680,43.026582744	,131.899493007	,39.294
3681,43.026567085	,131.899465943	,39.602
3682,43.026562966	,131.899472592	,39.903
3683,43.026547855	,131.899453490	,40.161
3684,43.026532181	,131.899456876	,40.326
3685,43.026503127	,131.899485357	,40.070
3686,43.026481342	,131.899504996	,40.664
3687,43.026478757	,131.899508300	,40.484
3688,43.026486353	,131.899562542	,39.696
3689,43.026482422	,131.899558882	,39.914
3690,43.026450957	,131.899510455	,40.617
3691,43.026419597	,131.899562493	,40.378
3692,43.026394160	,131.899554189	,40.949
3693,43.026386331	,131.899564024	,40.794
3694,43.026386708	,131.899555883	,41.002
3695,43.026404514	,131.899503062	,41.148
3696,43.026430519	,131.899495725	,40.800
3697,43.026415649	,131.899484733	,41.077
3698,43.026404170	,131.899455637	,41.338
3699,43.026412614	,131.899427680	,41.511
3700,43.026415224	,131.899425134	,41.572
3701,43.026419175	,131.899421730	,41.401
3702,43.026408451	,131.899375232	,41.779
3703,43.026401148	,131.899372635	,41.909
3704,43.026337895	,131.899377888	,42.689
3705,43.026327393	,131.899405576	,42.723
3706,43.026342452	,131.899419776	,42.454
3707,43.026327357	,131.899557888	,41.652
3708,43.026381447	,131.899299388	,42.458
3709,43.026379111	,131.899296048	,42.535
3710,43.026411195	,131.899309527	,42.445
3711,43.026464961	,131.899367058	,41.309
3712,43.026469147	,131.899301321	,41.841
3713,43.026492523	,131.899343776	,41.430
3714,43.026503279	,131.899341233	,41.310
3715,43.026506845	,131.899342638	,41.250
3716,43.026529907	,131.899358906	,40.885
3717,43.026547110	,131.899391065	,40.402
3718,43.026580693	,131.899366766	,40.216
3719,43.026643303	,131.899390324	,38.953
3720,43.026654845	,131.899423322	,38.811
3721,43.026686549	,131.899394119	,38.311
3722,43.026702295	,131.899415972	,38.235
3723,43.026704678	,131.899383185	,37.970
3724,43.026692296	,131.899360500	,37.928
3725,43.026719720	,131.899325457	,37.352
3726,43.026726556	,131.899343125	,37.194
3727,43.026765401	,131.899319223	,36.933
3728,43.026770351	,131.899312306	,36.666
3729,43.026798487	,131.899330397	,36.495
3730,43.026783693	,131.899364275	,36.841
3731,43.026803830	,131.899335911	,36.736
3732,43.026770174	,131.899269661	,36.614
3733,43.026792741	,131.899259128	,36.206
3734,43.026787181	,131.899182801	,36.075
3735,43.026823334	,131.899208349	,35.464
3736,43.026850477	,131.899254754	,35.729
3737,43.026855946	,131.899245649	,35.797
3738,43.026854658	,131.899208206	,35.428
3739,43.026877652	,131.899250450	,35.448
3740,43.026891305	,131.899278652	,35.554
3741,43.026907087	,131.899204076	,35.313
3742,43.026928359	,131.899244096	,35.371
3743,43.026919080	,131.899183195	,35.030
3744,43.026960332	,131.899095532	,35.074
3745,43.027059153	,131.899037418	,34.619
3746,43.027141544	,131.899011824	,34.066
3747,43.027161256	,131.898938903	,34.076
3748,43.027162329	,131.898931337	,34.173
3749,43.027150918	,131.898917943	,34.449
3750,43.027170014	,131.898905990	,34.128
3751,43.027173405	,131.898884614	,34.284
3752,43.027181047	,131.898890543	,34.056
3753,43.027169414	,131.898867588	,34.145
3754,43.027150258	,131.898863127	,34.372
3755,43.027119970	,131.898795116	,34.390
3756,43.027108217	,131.898716575	,34.402
3757,43.027111245	,131.898656664	,34.265
3758,43.027074382	,131.898705633	,34.330
3759,43.027046570	,131.898693079	,34.560
3760,43.027004291	,131.898654108	,34.864
3761,43.026956813	,131.898583368	,34.988
3762,43.026855750	,131.898533151	,35.871
3763,43.026810182	,131.898584384	,35.710
3764,43.026769997	,131.898524110	,36.515
3765,43.026637701	,131.898611977	,36.818
3766,43.026579521	,131.898596441	,37.483
3767,43.026567706	,131.898650000	,37.957
3768,43.026529169	,131.898707905	,38.505
3769,43.026527540	,131.898760732	,38.571
3770,43.026507562	,131.898761852	,38.932
3771,43.026430015	,131.898858152	,40.176
3772,43.026429548	,131.898871929	,40.183
3773,43.026398912	,131.898861359	,40.776
3774,43.026393839	,131.898866878	,40.670
3775,43.026391889	,131.898872887	,40.867
3776,43.026393094	,131.898880259	,40.699
3777,43.026394950	,131.898887195	,40.880
3778,43.026380552	,131.898884066	,41.035
3779,43.026365373	,131.898960608	,41.581
3780,43.026370109	,131.899022817	,41.997
3781,43.026367744	,131.899030578	,41.891
3782,43.026372109	,131.899051905	,42.033
3783,43.026363873	,131.899089619	,42.725
3784,43.026368337	,131.899090156	,42.831
3785,43.026366418	,131.899097730	,42.727
3786,43.026396120	,131.899098955	,42.435
3787,43.026368839	,131.899203590	,42.831
3788,43.026397157	,131.899195611	,43.113
3789,43.026380664	,131.899238014	,42.862
3790,43.026400848	,131.899202394	,42.908
3791,43.026402072	,131.899265414	,42.552
3792,43.026417414	,131.899258794	,42.634
3793,43.026419851	,131.899262940	,42.453
3794,43.026443987	,131.899265396	,42.275
3795,43.026528367	,131.899287816	,41.414
3796,43.026526001	,131.899278541	,41.523
3797,43.026533639	,131.899248778	,41.012
3798,43.026559048	,131.899243291	,40.363
3799,43.026568882	,131.899271890	,40.588
3800,43.026604798	,131.899267395	,40.003
3801,43.026652541	,131.899312708	,39.047
3802,43.026776941	,131.899099636	,36.130
3803,43.026776574	,131.899060501	,35.781
3804,43.026774342	,131.899049203	,36.063
3805,43.026746622	,131.898994135	,36.457
3806,43.026734296	,131.898975121	,36.327
3807,43.026787930	,131.898958120	,36.022
3808,43.026798944	,131.898945219	,35.652
3809,43.026831301	,131.898957746	,35.770
3810,43.026818607	,131.898936311	,35.377
3811,43.026832064	,131.898922029	,35.396
3812,43.026834154	,131.898927950	,35.441
3813,43.026853081	,131.898925523	,35.472
3814,43.026856738	,131.898940208	,35.354
3815,43.026859228	,131.898975650	,35.128
3816,43.026869117	,131.898968580	,35.402
3817,43.026866104	,131.899004702	,35.375
3818,43.026980464	,131.899043885	,34.942
3819,43.026985797	,131.899051189	,35.032
3820,43.026998540	,131.899013873	,35.325
3821,43.026989181	,131.899005380	,35.310
3822,43.026982663	,131.899010179	,35.242
3823,43.027028633	,131.898971027	,34.763
3824,43.027010386	,131.898972631	,34.696
3825,43.027023851	,131.898962858	,35.013
3826,43.027007883	,131.898926275	,35.009
3827,43.026989616	,131.898906701	,34.905
3828,43.026961725	,131.898899030	,35.116
3829,43.027106432	,131.898939095	,34.418
3830,43.027112481	,131.898882532	,34.632
3831,43.027139146	,131.898880603	,34.331
3832,43.027132933	,131.898865322	,34.441
3833,43.027090854	,131.898843271	,34.474
3834,43.027044980	,131.898815359	,34.744
3835,43.027045232	,131.898798162	,34.569
3836,43.027072038	,131.898744105	,34.366
3837,43.027069668	,131.898736722	,34.442
3838,43.027075358	,131.898705947	,34.266
3839,43.027028558	,131.898748534	,34.599
3840,43.027020810	,131.898705430	,34.619
3841,43.027011482	,131.898764289	,34.811
3842,43.027014082	,131.898827824	,34.713
3843,43.026987537	,131.898792444	,34.905
3844,43.026977051	,131.898782557	,34.952
3845,43.026971438	,131.898760621	,34.861
3846,43.026961446	,131.898699655	,34.858
3847,43.026941114	,131.898737342	,34.989
3848,43.026937057	,131.898768721	,35.203
3849,43.026947500	,131.898799435	,35.427
3850,43.026923201	,131.898795266	,35.398
3851,43.026905470	,131.898869320	,35.359
3852,43.026903318	,131.898793485	,35.342
3853,43.026885303	,131.898772384	,35.706
3854,43.026856673	,131.898838829	,35.183
3855,43.026860534	,131.898821090	,35.178
3856,43.026827321	,131.898697790	,35.684
3857,43.026818713	,131.898706755	,35.789
3858,43.026784599	,131.898727048	,35.801
3859,43.026691264	,131.898686018	,36.534
3860,43.026670756	,131.898715479	,36.714
3861,43.026683905	,131.898756957	,36.486
3862,43.026686330	,131.898775555	,36.397
3863,43.026675515	,131.898795214	,36.473
3864,43.026656701	,131.898867863	,36.677
3865,43.026646910	,131.898852010	,36.580
3866,43.026647693	,131.898845959	,36.537
3867,43.026644959	,131.898825731	,36.838
3868,43.026647172	,131.898792028	,37.357
3869,43.026638694	,131.898774690	,37.086
3870,43.026626576	,131.898781140	,37.023
3871,43.026625437	,131.898764503	,37.198
3872,43.026629758	,131.898718408	,37.003
3873,43.026581589	,131.898722934	,37.538
3874,43.026589554	,131.898756759	,37.447
3875,43.026558317	,131.898728103	,38.140
3876,43.026556519	,131.898733729	,38.191
3877,43.026544921	,131.898853316	,38.465
3878,43.026529184	,131.898865693	,38.904
3879,43.026472660	,131.898928417	,39.681
3880,43.026461390	,131.898976022	,39.834
3881,43.026466776	,131.898977598	,39.705
3882,43.026504229	,131.899008093	,39.080
3883,43.026502247	,131.899030213	,39.529
3884,43.026530568	,131.899038722	,38.703
3885,43.026521721	,131.899072520	,39.155
3886,43.026467484	,131.899057628	,40.523
3887,43.026461776	,131.899082765	,40.995
3888,43.026458898	,131.899079880	,40.785
3889,43.026460273	,131.899058059	,40.556
3890,43.026461330	,131.899051323	,40.373
3891,43.026420968	,131.899022463	,40.939
3892,43.026416419	,131.899026339	,41.126
3893,43.026414157	,131.899042110	,41.168
3894,43.026480399	,131.899153072	,41.225
3895,43.026451474	,131.899186192	,42.413
3896,43.026470762	,131.899193450	,41.823
3897,43.026503431	,131.899173427	,40.870
3898,43.026520116	,131.899182329	,40.709
3899,43.026534024	,131.899197463	,40.487
3900,43.026522850	,131.899217510	,41.003
3901,43.026567652	,131.899011320	,37.985
3902,43.026653648	,131.898998255	,38.033
3903,43.026644750	,131.898970618	,37.299
3904,43.026637889	,131.898965966	,37.417
3905,43.026646675	,131.898950285	,37.089
3906,43.026644046	,131.898968196	,37.259
3907,43.026693987	,131.898941029	,36.906
3908,43.026690472	,131.898891873	,36.588
3909,43.026719108	,131.898867439	,36.288
3910,43.026735038	,131.898895459	,36.418
3911,43.026724427	,131.898837373	,36.297
3912,43.026595001	,131.898872124	,37.292
3913,43.026587788	,131.898846541	,37.234
3914,43.026122679	,131.899785304	,44.253
3915,43.026121979	,131.899777939	,44.386
3916,43.026052861	,131.899675360	,45.172
3917,43.026105135	,131.899556410	,44.435
3918,43.026171523	,131.899513056	,43.840
3919,43.026174522	,131.899480874	,44.004
3920,43.026172721	,131.899470956	,43.806
3921,43.026196656	,131.899465145	,43.713
3922,43.026232075	,131.899338646	,43.803
3923,43.026175255	,131.899369668	,44.314
3924,43.026170019	,131.899367639	,44.270
3925,43.026172329	,131.899356173	,44.304
3926,43.026166837	,131.899312490	,44.555
3927,43.026110535	,131.899444713	,44.541
3928,43.026090348	,131.899458217	,44.863
3929,43.026093977	,131.899451399	,44.797
3930,43.026070922	,131.899508941	,44.789
3931,43.026075951	,131.899502004	,44.907
3932,43.025987320	,131.899467433	,45.994
3933,43.025990269	,131.899427521	,45.870
3934,43.025910188	,131.899379871	,46.945
3935,43.025937130	,131.899351527	,46.565
3936,43.025942170	,131.899351172	,46.474
3937,43.025956271	,131.899291770	,46.464
3938,43.026011196	,131.899303234	,45.971
3939,43.026036938	,131.899284695	,45.743
3940,43.026023742	,131.899231964	,46.143
3941,43.025819553	,131.899200828	,48.223
3942,43.025814549	,131.899205086	,48.409
3943,43.025816345	,131.899195297	,48.437
3944,43.025601190	,131.899238851	,51.819
3945,43.025783814	,131.899123107	,48.942
3946,43.025864344	,131.899151975	,47.654
3947,43.025858013	,131.899151609	,47.906
3948,43.025906631	,131.899141013	,47.308
3949,43.025907313	,131.899120635	,47.385
3950,43.025807984	,131.899064485	,48.666
3951,43.025809720	,131.899066806	,48.613
3952,43.025804668	,131.899063359	,48.753
3953,43.025777716	,131.899044688	,49.235
3954,43.025775151	,131.899046616	,49.210
3955,43.025773972	,131.899038808	,49.360
3956,43.025851734	,131.898958867	,48.372
3957,43.025873589	,131.898969545	,48.144
3958,43.025873844	,131.899031310	,48.001
3959,43.025873679	,131.899040968	,47.939
3960,43.025929699	,131.898970169	,47.292
3961,43.025909904	,131.898914128	,47.489
3962,43.025922864	,131.898856517	,47.314
3963,43.025971518	,131.898900331	,46.974
3964,43.025966714	,131.898900644	,46.909
3965,43.026213526	,131.899265733	,44.139
3966,43.026218337	,131.899265326	,44.089
3967,43.026193635	,131.899231400	,44.333
3968,43.026186207	,131.899213994	,44.502
3969,43.026202476	,131.899189198	,43.757
3970,43.026259556	,131.899079010	,43.035
3971,43.026234625	,131.899016006	,43.492
3972,43.026231387	,131.899007039	,43.677
3973,43.026273450	,131.898969191	,42.784
3974,43.026246560	,131.898915982	,42.918
3975,43.026269459	,131.898899565	,42.326
3976,43.026295431	,131.898893498	,42.088
3977,43.026290889	,131.898891377	,42.046
3978,43.026295199	,131.898887417	,41.869
3979,43.026345778	,131.898778341	,40.937
3980,43.026352512	,131.898724831	,40.694
3981,43.026351237	,131.898730982	,40.826
3982,43.026350256	,131.898719179	,40.691
3983,43.026355885	,131.898694868	,40.543
3984,43.026366986	,131.898709132	,40.619
3985,43.026370085	,131.898708614	,40.387
3986,43.026377715	,131.898684144	,40.093
3987,43.026385718	,131.898644374	,39.914
3988,43.026380529	,131.898640099	,40.101
3989,43.026333604	,131.898660906	,40.640
3990,43.026294682	,131.898597035	,41.020
3991,43.026288129	,131.898586911	,41.033
3992,43.026307507	,131.898617745	,40.808
3993,43.026276779	,131.898631872	,41.186
3994,43.026271177	,131.898631220	,41.361
3995,43.026260995	,131.898659286	,41.400
3996,43.026313022	,131.898704742	,41.014
3997,43.026237414	,131.898651541	,41.864
3998,43.026203742	,131.898697137	,42.650
3999,43.026192964	,131.898688638	,42.990
4000,43.026232887	,131.898730484	,42.229
4001,43.026226720	,131.898730200	,42.426
4002,43.026247981	,131.898738687	,41.943
4003,43.026270878	,131.898766439	,42.086
4004,43.026268020	,131.898770723	,41.885
4005,43.026267784	,131.898773767	,42.068
4006,43.026248315	,131.898782958	,42.126
4007,43.026256525	,131.898808539	,42.070
4008,43.026151459	,131.898805173	,44.165
4009,43.026193818	,131.898905576	,43.367
4010,43.026172703	,131.898976600	,44.046
4011,43.026184108	,131.898993601	,43.907
4012,43.026151051	,131.898965748	,44.256
4013,43.026136239	,131.898900173	,44.154
4014,43.026132666	,131.898897756	,44.598
4015,43.026114036	,131.898895975	,44.680
4016,43.026101415	,131.898939412	,44.899
4017,43.026119058	,131.898986837	,44.757
4018,43.026136340	,131.899042520	,44.945
4019,43.026134653	,131.899051402	,44.869
4020,43.026106477	,131.899121446	,44.991
4021,43.026110250	,131.899145194	,45.132
4022,43.026104391	,131.899167649	,45.286
4023,43.026101192	,131.899172876	,45.307
4024,43.026090225	,131.899194332	,45.351
4025,43.026083020	,131.899191492	,45.713
4026,43.026033304	,131.899128794	,46.151
4027,43.025971919	,131.899048982	,46.855
4028,43.026024632	,131.899031507	,45.975
